HMDB	name	chemical_formula	average_molecular_weight	kegg_id
HMDB0299180	DG(i-16:0/20:4(5E,8Z,12Z,14Z)-OH(11R)/0:0)	C39H68O6	632.967	
HMDB0299181	DG(20:4(5E,8Z,12Z,14Z)-OH(11R)/i-16:0/0:0)	C39H68O6	632.967	
HMDB0299182	DG(i-16:0/0:0/20:4(5E,8Z,12Z,14Z)-OH(11R))	C39H68O6	632.967	
HMDB0299183	DG(20:4(5E,8Z,12Z,14Z)-OH(11R)/0:0/i-16:0)	C39H68O6	632.967	
HMDB0299184	DG(i-16:0/20:4(5Z,7E,11Z,14Z)-OH(9)/0:0)	C39H68O6	632.967	
HMDB0299185	DG(20:4(5Z,7E,11Z,14Z)-OH(9)/i-16:0/0:0)	C39H68O6	632.967	
HMDB0299186	DG(i-16:0/0:0/20:4(5Z,7E,11Z,14Z)-OH(9))	C39H68O6	632.967	
HMDB0299187	DG(20:4(5Z,7E,11Z,14Z)-OH(9)/0:0/i-16:0)	C39H68O6	632.967	
HMDB0299188	DG(i-16:0/PGE2/0:0)	C39H68O8	664.965	
HMDB0299189	DG(PGE2/i-16:0/0:0)	C39H68O8	664.965	
HMDB0299190	DG(i-16:0/0:0/PGE2)	C39H68O8	664.965	
HMDB0299191	DG(PGE2/0:0/i-16:0)	C39H68O8	664.965	
HMDB0299192	DG(i-16:0/PGD2/0:0)	C39H68O8	664.965	
HMDB0299193	DG(PGD2/i-16:0/0:0)	C39H68O8	664.965	
HMDB0299194	DG(i-16:0/0:0/PGD2)	C39H68O8	664.965	
HMDB0299195	DG(PGD2/0:0/i-16:0)	C39H68O8	664.965	
HMDB0299196	DG(i-16:0/6 keto-PGF1alpha/0:0)	C39H70O9	682.98	
HMDB0299197	DG(6 keto-PGF1alpha/i-16:0/0:0)	C39H70O9	682.98	
HMDB0299198	DG(i-16:0/0:0/6 keto-PGF1alpha)	C39H70O9	682.98	
HMDB0299199	DG(6 keto-PGF1alpha/0:0/i-16:0)	C39H70O9	682.98	
HMDB0299200	DG(i-16:0/PGF2alpha/0:0)	C39H70O8	666.981	
HMDB0299201	DG(PGF2alpha/i-16:0/0:0)	C39H70O8	666.981	
HMDB0299202	DG(i-16:0/0:0/PGF2alpha)	C39H70O8	666.981	
HMDB0299203	DG(PGF2alpha/0:0/i-16:0)	C39H70O8	666.981	
HMDB0299204	DG(i-16:0/PGJ2/0:0)	C39H66O7	646.95	
HMDB0299205	DG(PGJ2/i-16:0/0:0)	C39H66O7	646.95	
HMDB0299206	DG(i-16:0/0:0/PGJ2)	C39H66O7	646.95	
HMDB0299207	DG(PGJ2/0:0/i-16:0)	C39H66O7	646.95	
HMDB0299208	DG(i-16:0/LTE4/0:0)	C42H73NO8S	752.11	
HMDB0299209	DG(LTE4/i-16:0/0:0)	C42H73NO8S	752.11	
HMDB0299210	DG(i-16:0/0:0/LTE4)	C42H73NO8S	752.11	
HMDB0299211	DG(LTE4/0:0/i-16:0)	C42H73NO8S	752.11	
HMDB0299212	DG(i-16:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/0:0)	C39H68O7	648.966	
HMDB0299213	DG(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/i-16:0/0:0)	C39H68O7	648.966	
HMDB0299214	DG(i-16:0/0:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	C39H68O7	648.966	
HMDB0299215	DG(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/0:0/i-16:0)	C39H68O7	648.966	
HMDB0299216	DG(i-16:0/TXB2/0:0)	C39H70O9	682.98	
HMDB0299217	DG(TXB2/i-16:0/0:0)	C39H70O9	682.98	
HMDB0299218	DG(i-16:0/0:0/TXB2)	C39H70O9	682.98	
HMDB0299219	DG(TXB2/0:0/i-16:0)	C39H70O9	682.98	
HMDB0299220	DG(i-16:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/0:0)	C39H68O8	664.965	
HMDB0299221	DG(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/i-16:0/0:0)	C39H68O8	664.965	
HMDB0299222	DG(i-16:0/0:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	C39H68O8	664.965	
HMDB0299223	DG(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/0:0/i-16:0)	C39H68O8	664.965	
HMDB0299224	DG(i-16:0/20:3(8Z,11Z,14Z)-2OH(5,6)/0:0)	C39H70O7	650.982	
HMDB0299225	DG(20:3(8Z,11Z,14Z)-2OH(5,6)/i-16:0/0:0)	C39H70O7	650.982	
HMDB0299226	DG(i-16:0/0:0/20:3(8Z,11Z,14Z)-2OH(5,6))	C39H70O7	650.982	
HMDB0299227	DG(20:3(8Z,11Z,14Z)-2OH(5,6)/0:0/i-16:0)	C39H70O7	650.982	
HMDB0299228	DG(i-16:0/5-iso PGF2VI/0:0)	C37H66O8	638.927	
HMDB0299229	DG(5-iso PGF2VI/i-16:0/0:0)	C37H66O8	638.927	
HMDB0299230	DG(i-16:0/0:0/5-iso PGF2VI)	C37H66O8	638.927	
HMDB0299231	DG(5-iso PGF2VI/0:0/i-16:0)	C37H66O8	638.927	
HMDB0299232	DG(i-16:0/20:4(6E,8Z,11Z,14Z)+=O(5)/0:0)	C39H66O6	630.951	
HMDB0299233	DG(20:4(6E,8Z,11Z,14Z)+=O(5)/i-16:0/0:0)	C39H66O6	630.951	
HMDB0299234	DG(i-16:0/0:0/20:4(6E,8Z,11Z,14Z)+=O(5))	C39H66O6	630.951	
HMDB0299235	DG(20:4(6E,8Z,11Z,14Z)+=O(5)/0:0/i-16:0)	C39H66O6	630.951	
HMDB0299236	DG(i-16:0/20:4(5Z,8Z,11Z,13E)+=O(15)/0:0)	C39H66O6	630.951	
HMDB0299237	DG(20:4(5Z,8Z,11Z,13E)+=O(15)/i-16:0/0:0)	C39H66O6	630.951	
HMDB0299238	DG(i-16:0/0:0/20:4(5Z,8Z,11Z,13E)+=O(15))	C39H66O6	630.951	
HMDB0299239	DG(20:4(5Z,8Z,11Z,13E)+=O(15)/0:0/i-16:0)	C39H66O6	630.951	
HMDB0299240	DG(i-16:0/18:2(10E,12Z)+=O(9)/0:0)	C37H66O6	606.929	
HMDB0299241	DG(18:2(10E,12Z)+=O(9)/i-16:0/0:0)	C37H66O6	606.929	
HMDB0299242	DG(i-16:0/0:0/18:2(10E,12Z)+=O(9))	C37H66O6	606.929	
HMDB0299243	DG(18:2(10E,12Z)+=O(9)/0:0/i-16:0)	C37H66O6	606.929	
HMDB0299244	DG(i-16:0/18:2(9Z,11E)+=O(13)/0:0)	C37H66O6	606.929	
HMDB0299245	DG(18:2(9Z,11E)+=O(13)/i-16:0/0:0)	C37H66O6	606.929	
HMDB0299246	DG(i-16:0/0:0/18:2(9Z,11E)+=O(13))	C37H66O6	606.929	
HMDB0299247	DG(18:2(9Z,11E)+=O(13)/0:0/i-16:0)	C37H66O6	606.929	
HMDB0299248	DG(i-16:0/18:1(12Z)-2OH(9,10)/0:0)	C37H70O7	626.96	
HMDB0299249	DG(18:1(12Z)-2OH(9,10)/i-16:0/0:0)	C37H70O7	626.96	
HMDB0299250	DG(i-16:0/0:0/18:1(12Z)-2OH(9,10))	C37H70O7	626.96	
HMDB0299251	DG(18:1(12Z)-2OH(9,10)/0:0/i-16:0)	C37H70O7	626.96	
HMDB0299252	DG(i-16:0/18:1(12Z)-O(9S,10R)/0:0)	C37H68O6	608.945	
HMDB0299253	DG(18:1(12Z)-O(9S,10R)/i-16:0/0:0)	C37H68O6	608.945	
HMDB0299254	DG(i-16:0/0:0/18:1(12Z)-O(9S,10R))	C37H68O6	608.945	
HMDB0299255	DG(18:1(12Z)-O(9S,10R)/0:0/i-16:0)	C37H68O6	608.945	
HMDB0299256	DG(i-16:0/18:1(9Z)-O(12,13)/0:0)	C37H68O6	608.945	
HMDB0299257	DG(18:1(9Z)-O(12,13)/i-16:0/0:0)	C37H68O6	608.945	
HMDB0299258	DG(i-16:0/0:0/18:1(9Z)-O(12,13))	C37H68O6	608.945	
HMDB0299259	DG(18:1(9Z)-O(12,13)/0:0/i-16:0)	C37H68O6	608.945	
HMDB0299260	DG(i-16:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0)	C39H66O6	630.951	
HMDB0299261	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/i-16:0/0:0)	C39H66O6	630.951	
HMDB0299262	DG(i-16:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	C39H66O6	630.951	
HMDB0299263	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0/i-16:0)	C39H66O6	630.951	
HMDB0299264	DG(i-16:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0)	C39H66O6	630.951	
HMDB0299265	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/i-16:0/0:0)	C39H66O6	630.951	
HMDB0299266	DG(i-16:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	C39H66O6	630.951	
HMDB0299267	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0/i-16:0)	C39H66O6	630.951	
HMDB0299268	DG(i-16:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0)	C39H66O6	630.951	
HMDB0299269	DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/i-16:0/0:0)	C39H66O6	630.951	
HMDB0299270	DG(i-16:0/0:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	C39H66O6	630.951	
HMDB0299271	DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0/i-16:0)	C39H66O6	630.951	
HMDB0299272	DG(i-16:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0)	C39H66O6	630.951	
HMDB0299273	DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/i-16:0/0:0)	C39H66O6	630.951	
HMDB0299274	DG(i-16:0/0:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	C39H66O6	630.951	
HMDB0299275	DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0/i-16:0)	C39H66O6	630.951	
HMDB0299276	DG(i-16:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/0:0)	C41H68O7	672.988	
HMDB0299277	DG(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/i-16:0/0:0)	C41H68O7	672.988	
HMDB0299278	DG(i-16:0/0:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	C41H68O7	672.988	
HMDB0299279	DG(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/0:0/i-16:0)	C41H68O7	672.988	
HMDB0299280	DG(i-16:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/0:0)	C39H66O8	662.949	
HMDB0299281	DG(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/i-16:0/0:0)	C39H66O8	662.949	
HMDB0299282	DG(i-16:0/0:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	C39H66O8	662.949	
HMDB0299283	DG(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/0:0/i-16:0)	C39H66O8	662.949	
HMDB0299284	DG(i-16:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/0:0)	C39H68O7	648.966	
HMDB0299285	DG(20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/i-16:0/0:0)	C39H68O7	648.966	
HMDB0299286	DG(i-16:0/0:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	C39H68O7	648.966	
HMDB0299287	DG(20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/0:0/i-16:0)	C39H68O7	648.966	
HMDB0299288	DG(i-16:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/0:0)	C39H68O7	648.966	
HMDB0299289	DG(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/i-16:0/0:0)	C39H68O7	648.966	
HMDB0299290	DG(i-16:0/0:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	C39H68O7	648.966	
HMDB0299291	DG(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/0:0/i-16:0)	C39H68O7	648.966	
HMDB0299292	DG(i-16:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/0:0)	C41H68O6	656.989	
HMDB0299293	DG(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/i-16:0/0:0)	C41H68O6	656.989	
HMDB0299294	DG(i-16:0/0:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	C41H68O6	656.989	
HMDB0299295	DG(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/0:0/i-16:0)	C41H68O6	656.989	
HMDB0299296	DG(i-16:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/0:0)	C41H68O6	656.989	
HMDB0299297	DG(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/i-16:0/0:0)	C41H68O6	656.989	
HMDB0299298	DG(i-16:0/0:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	C41H68O6	656.989	
HMDB0299299	DG(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/0:0/i-16:0)	C41H68O6	656.989	
HMDB0299300	DG(i-16:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/0:0)	C41H68O6	656.989	
HMDB0299301	DG(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/i-16:0/0:0)	C41H68O6	656.989	
HMDB0299302	DG(i-16:0/0:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	C41H68O6	656.989	
HMDB0299303	DG(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/0:0/i-16:0)	C41H68O6	656.989	
HMDB0299304	DG(i-16:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/0:0)	C41H68O6	656.989	
HMDB0299305	DG(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/i-16:0/0:0)	C41H68O6	656.989	
HMDB0299306	DG(i-16:0/0:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	C41H68O6	656.989	
HMDB0299307	DG(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/0:0/i-16:0)	C41H68O6	656.989	
HMDB0299308	DG(i-16:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/0:0)	C41H68O7	672.988	
HMDB0299309	DG(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/i-16:0/0:0)	C41H68O7	672.988	
HMDB0299310	DG(i-16:0/0:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	C41H68O7	672.988	
HMDB0299311	DG(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/0:0/i-16:0)	C41H68O7	672.988	
HMDB0299312	DG(i-16:0/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/0:0)	C41H68O6	656.989	
HMDB0299313	DG(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/i-16:0/0:0)	C41H68O6	656.989	
HMDB0299314	DG(i-16:0/0:0/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	C41H68O6	656.989	
HMDB0299315	DG(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/0:0/i-16:0)	C41H68O6	656.989	
HMDB0299316	DG(i-16:0/18:3(10,12,15)-OH(9)/0:0)	C37H66O6	606.929	
HMDB0299317	DG(18:3(10,12,15)-OH(9)/i-16:0/0:0)	C37H66O6	606.929	
HMDB0299318	DG(i-16:0/0:0/18:3(10,12,15)-OH(9))	C37H66O6	606.929	
HMDB0299319	DG(18:3(10,12,15)-OH(9)/0:0/i-16:0)	C37H66O6	606.929	
HMDB0299320	DG(i-16:0/18:3(9,11,15)-OH(13)/0:0)	C37H66O6	606.929	
HMDB0299321	DG(18:3(9,11,15)-OH(13)/i-16:0/0:0)	C37H66O6	606.929	
HMDB0299322	DG(i-16:0/0:0/18:3(9,11,15)-OH(13))	C37H66O6	606.929	
HMDB0299323	DG(18:3(9,11,15)-OH(13)/0:0/i-16:0)	C37H66O6	606.929	
HMDB0299324	DG(i-16:0/PGE1/0:0)	C39H70O8	666.981	
HMDB0299325	DG(PGE1/i-16:0/0:0)	C39H70O8	666.981	
HMDB0299326	DG(i-16:0/0:0/PGE1)	C39H70O8	666.981	
HMDB0299327	DG(PGE1/0:0/i-16:0)	C39H70O8	666.981	
HMDB0299328	DG(i-16:0/PGD1/0:0)	C39H70O8	666.981	
HMDB0299329	DG(PGD1/i-16:0/0:0)	C39H70O8	666.981	
HMDB0299330	DG(i-16:0/0:0/PGD1)	C39H70O8	666.981	
HMDB0299331	DG(PGD1/0:0/i-16:0)	C39H70O8	666.981	
HMDB0299332	DG(i-16:0/PGF1alpha/0:0)	C39H72O8	668.997	
HMDB0299333	DG(PGF1alpha/i-16:0/0:0)	C39H72O8	668.997	
HMDB0299334	DG(i-16:0/0:0/PGF1alpha)	C39H72O8	668.997	
HMDB0299335	DG(PGF1alpha/0:0/i-16:0)	C39H72O8	668.997	
HMDB0299336	DG(i-16:0/20:3(6,8,11)-OH(5)/0:0)	C39H70O6	634.983	
HMDB0299337	DG(20:3(6,8,11)-OH(5)/i-16:0/0:0)	C39H70O6	634.983	
HMDB0299338	DG(i-16:0/0:0/20:3(6,8,11)-OH(5))	C39H70O6	634.983	
HMDB0299339	DG(20:3(6,8,11)-OH(5)/0:0/i-16:0)	C39H70O6	634.983	
HMDB0299340	DG(i-17:0/20:3(5Z,8Z,11Z)-O(14R,15S)/0:0)	C40H70O6	646.994	
HMDB0299341	DG(20:3(5Z,8Z,11Z)-O(14R,15S)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299342	DG(i-17:0/0:0/20:3(5Z,8Z,11Z)-O(14R,15S))	C40H70O6	646.994	
HMDB0299343	DG(20:3(5Z,8Z,11Z)-O(14R,15S)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299344	DG(i-17:0/20:3(5Z,8Z,14Z)-O(11S,12R)/0:0)	C40H70O6	646.994	
HMDB0299345	DG(20:3(5Z,8Z,14Z)-O(11S,12R)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299346	DG(i-17:0/0:0/20:3(5Z,8Z,14Z)-O(11S,12R))	C40H70O6	646.994	
HMDB0299347	DG(20:3(5Z,8Z,14Z)-O(11S,12R)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299348	DG(i-17:0/20:3(5Z,11Z,14Z)-O(8,9)/0:0)	C40H70O6	646.994	
HMDB0299349	DG(20:3(5Z,11Z,14Z)-O(8,9)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299350	DG(i-17:0/0:0/20:3(5Z,11Z,14Z)-O(8,9))	C40H70O6	646.994	
HMDB0299351	DG(20:3(5Z,11Z,14Z)-O(8,9)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299352	DG(i-17:0/20:3(8Z,11Z,14Z)-O(5,6)/0:0)	C40H70O6	646.994	
HMDB0299353	DG(20:3(8Z,11Z,14Z)-O(5,6)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299354	DG(i-17:0/0:0/20:3(8Z,11Z,14Z)-O(5,6))	C40H70O6	646.994	
HMDB0299355	DG(20:3(8Z,11Z,14Z)-O(5,6)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299356	DG(i-17:0/20:4(5Z,8Z,11Z,14Z)-OH(20)/0:0)	C40H70O6	646.994	
HMDB0299357	DG(20:4(5Z,8Z,11Z,14Z)-OH(20)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299358	DG(i-17:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(20))	C40H70O6	646.994	
HMDB0299359	DG(20:4(5Z,8Z,11Z,14Z)-OH(20)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299360	DG(i-17:0/20:4(6E,8Z,11Z,14Z)-OH(5S)/0:0)	C40H70O6	646.994	
HMDB0299361	DG(20:4(6E,8Z,11Z,14Z)-OH(5S)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299362	DG(i-17:0/0:0/20:4(6E,8Z,11Z,14Z)-OH(5S))	C40H70O6	646.994	
HMDB0299363	DG(20:4(6E,8Z,11Z,14Z)-OH(5S)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299364	DG(i-17:0/20:4(5Z,8Z,11Z,14Z)-OH(19S)/0:0)	C40H70O6	646.994	
HMDB0299365	DG(20:4(5Z,8Z,11Z,14Z)-OH(19S)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299366	DG(i-17:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(19S))	C40H70O6	646.994	
HMDB0299367	DG(20:4(5Z,8Z,11Z,14Z)-OH(19S)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299368	DG(i-17:0/20:4(5Z,8Z,11Z,14Z)-OH(18R)/0:0)	C40H70O6	646.994	
HMDB0299369	DG(20:4(5Z,8Z,11Z,14Z)-OH(18R)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299370	DG(i-17:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(18R))	C40H70O6	646.994	
HMDB0299371	DG(20:4(5Z,8Z,11Z,14Z)-OH(18R)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299372	DG(i-17:0/20:4(5Z,8Z,11Z,14Z)-OH(17)/0:0)	C40H70O6	646.994	
HMDB0299373	DG(20:4(5Z,8Z,11Z,14Z)-OH(17)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299374	DG(i-17:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(17))	C40H70O6	646.994	
HMDB0299375	DG(20:4(5Z,8Z,11Z,14Z)-OH(17)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299376	DG(i-17:0/20:4(5Z,8Z,11Z,14Z)-OH(16R)/0:0)	C40H70O6	646.994	
HMDB0299377	DG(20:4(5Z,8Z,11Z,14Z)-OH(16R)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299378	DG(i-17:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))	C40H70O6	646.994	
HMDB0299379	DG(20:4(5Z,8Z,11Z,14Z)-OH(16R)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299380	DG(i-17:0/20:4(5Z,8Z,11Z,13E)-OH(15S)/0:0)	C40H70O6	646.994	
HMDB0299381	DG(20:4(5Z,8Z,11Z,13E)-OH(15S)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299382	DG(i-17:0/0:0/20:4(5Z,8Z,11Z,13E)-OH(15S))	C40H70O6	646.994	
HMDB0299383	DG(20:4(5Z,8Z,11Z,13E)-OH(15S)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299384	DG(i-17:0/20:4(5Z,8Z,10E,14Z)-OH(12S)/0:0)	C40H70O6	646.994	
HMDB0299385	DG(20:4(5Z,8Z,10E,14Z)-OH(12S)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299386	DG(i-17:0/0:0/20:4(5Z,8Z,10E,14Z)-OH(12S))	C40H70O6	646.994	
HMDB0299387	DG(20:4(5Z,8Z,10E,14Z)-OH(12S)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299388	DG(i-17:0/20:4(5E,8Z,12Z,14Z)-OH(11R)/0:0)	C40H70O6	646.994	
HMDB0299389	DG(20:4(5E,8Z,12Z,14Z)-OH(11R)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299390	DG(i-17:0/0:0/20:4(5E,8Z,12Z,14Z)-OH(11R))	C40H70O6	646.994	
HMDB0299391	DG(20:4(5E,8Z,12Z,14Z)-OH(11R)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299392	DG(i-17:0/20:4(5Z,7E,11Z,14Z)-OH(9)/0:0)	C40H70O6	646.994	
HMDB0299393	DG(20:4(5Z,7E,11Z,14Z)-OH(9)/i-17:0/0:0)	C40H70O6	646.994	
HMDB0299394	DG(i-17:0/0:0/20:4(5Z,7E,11Z,14Z)-OH(9))	C40H70O6	646.994	
HMDB0299395	DG(20:4(5Z,7E,11Z,14Z)-OH(9)/0:0/i-17:0)	C40H70O6	646.994	
HMDB0299396	DG(i-17:0/PGE2/0:0)	C40H70O8	678.992	
HMDB0299397	DG(PGE2/i-17:0/0:0)	C40H70O8	678.992	
HMDB0299398	DG(i-17:0/0:0/PGE2)	C40H70O8	678.992	
HMDB0299399	DG(PGE2/0:0/i-17:0)	C40H70O8	678.992	
HMDB0299400	DG(i-17:0/PGD2/0:0)	C40H70O8	678.992	
HMDB0299401	DG(PGD2/i-17:0/0:0)	C40H70O8	678.992	
HMDB0299402	DG(i-17:0/0:0/PGD2)	C40H70O8	678.992	
HMDB0299403	DG(PGD2/0:0/i-17:0)	C40H70O8	678.992	
HMDB0299404	DG(i-17:0/6 keto-PGF1alpha/0:0)	C40H72O9	697.007	
HMDB0299405	DG(6 keto-PGF1alpha/i-17:0/0:0)	C40H72O9	697.007	
HMDB0299406	DG(i-17:0/0:0/6 keto-PGF1alpha)	C40H72O9	697.007	
HMDB0299407	DG(6 keto-PGF1alpha/0:0/i-17:0)	C40H72O9	697.007	
HMDB0299408	DG(i-17:0/PGF2alpha/0:0)	C40H72O8	681.008	
HMDB0299409	DG(PGF2alpha/i-17:0/0:0)	C40H72O8	681.008	
HMDB0299410	DG(i-17:0/0:0/PGF2alpha)	C40H72O8	681.008	
HMDB0299411	DG(PGF2alpha/0:0/i-17:0)	C40H72O8	681.008	
HMDB0299412	DG(i-17:0/PGJ2/0:0)	C40H68O7	660.977	
HMDB0299413	DG(PGJ2/i-17:0/0:0)	C40H68O7	660.977	
HMDB0299414	DG(i-17:0/0:0/PGJ2)	C40H68O7	660.977	
HMDB0299415	DG(PGJ2/0:0/i-17:0)	C40H68O7	660.977	
HMDB0299416	DG(i-17:0/LTE4/0:0)	C43H75NO8S	766.13	
HMDB0299417	DG(LTE4/i-17:0/0:0)	C43H75NO8S	766.13	
HMDB0299418	DG(i-17:0/0:0/LTE4)	C43H75NO8S	766.13	
HMDB0299419	DG(LTE4/0:0/i-17:0)	C43H75NO8S	766.13	
HMDB0299420	DG(i-17:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/0:0)	C40H70O7	662.993	
HMDB0299421	DG(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/i-17:0/0:0)	C40H70O7	662.993	
HMDB0299422	DG(i-17:0/0:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	C40H70O7	662.993	
HMDB0299423	DG(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/0:0/i-17:0)	C40H70O7	662.993	
HMDB0299424	DG(i-17:0/TXB2/0:0)	C40H72O9	697.007	
HMDB0299425	DG(TXB2/i-17:0/0:0)	C40H72O9	697.007	
HMDB0299426	DG(i-17:0/0:0/TXB2)	C40H72O9	697.007	
HMDB0299427	DG(TXB2/0:0/i-17:0)	C40H72O9	697.007	
HMDB0299428	DG(i-17:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/0:0)	C40H70O8	678.992	
HMDB0299429	DG(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/i-17:0/0:0)	C40H70O8	678.992	
HMDB0299430	DG(i-17:0/0:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	C40H70O8	678.992	
HMDB0299431	DG(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/0:0/i-17:0)	C40H70O8	678.992	
